"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
10603,"Черкассы",650,100,"Project manager",2,2,,,35,"male","Два высших",,"False","выше среднего","до 1000 человек","Аутсорсинговая","E-commerce"
10604,"Kyiv",650,900,"Support",4,0,,,30,"male","Незаконченное высшее","Other вуз","False","средний","до 50 человек","Продуктовая","Fintech"
10605,"Kyiv",650,100,"Data Analyst",1,1,,,21,"male","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","Big Data, Data Science, Internet of Things"
10606,"Kyiv",650,1,"Junior Software Engineer","0.25","0.25","Java",,20,"female","Еще студент","НТУУ «КПИ»","True","выше среднего","до 200 человек","Другая","Fintech"
10607,"Dnipro",650,0,"Designer",5,2,,,24,"female","Высшее","ДНУ им. Гончара","False","ниже среднего","до 1000 человек","Продуктовая","GameDev"
10608,"Kharkiv",650,200,"Designer",2,1,,,22,"male","Незаконченное высшее","ХНУ им. Каразина","False","средний","свыше 1000 человек","Аутсорсинговая","Інша"
10609,"Kropyvnytskyi",650,0,"Software Engineer",5,5,"JavaScript",,29,"male","Высшее",,"False","средний","до 10 человек","Аутсорсинговая","E-commerce"
10610,"Kharkiv",650,50,"Support",5,3,,,28,"male","Высшее","Other вуз","False","ниже среднего","свыше 1000 человек","Продуктовая","Logistics"
10611,"Chernivtsi",650,100,"Junior Software Engineer",3,3,"C#/.NET",,23,"male","Высшее",,"False","ниже среднего","до 200 человек","Аутсорсинговая","E-commerce"
10612,"Kyiv",650,100,"Junior QA engineer",1,0,,"Manual QA",24,"female","Высшее","КНУСА","False","средний","до 50 человек","Аутсорсинговая","Інша"
10613,"Rivne",650,100,"Junior Software Engineer","0.5","0.25","Swift",,28,"male","Высшее","Other вуз","False","элементарный","до 10 человек","Стартап","AR/VR"
10614,"Lviv",650,200,"SysAdmin",4,2,,,26,"male","Высшее","Other вуз","False","ниже среднего","свыше 1000 человек","Аутсорсинговая","Інша"
10615,"Kharkiv",650,0,"Data Scientist",1,0,,,22,"male","Еще студент","ХАИ","True","средний","до 200 человек","Продуктовая","Data Science, E-commerce, Machine Learning"
10616,"Kharkiv",650,250,"QA Engineer",1,1,,"Manual QA",23,"female","Еще студент","Other вуз","True","ниже среднего","до 200 человек","Аутсорсинговая","E-commerce"
10617,"Kyiv",650,0,"HTML Coder",1,1,,,25,"male","Высшее",,"False","ниже среднего","до 50 человек","Продуктовая","Adtech"
10618,"Kyiv",650,350,"HR","0.5","0.25",,,24,"female","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Big Data, Cloud Computing, Data Science"
10619,"Kharkiv",650,300,"Marketing",4,1,,,30,"male","Высшее","Other вуз","False","средний","до 10 человек","Аутсорсинговая","Adtech"
10620,"Kharkiv",650,250,"Junior Software Engineer",2,2,"PHP",,25,"male","Высшее","Other вуз","False","ниже среднего","до 10 человек","Аутсорсинговая","Medtech"
10621,"Запорожье",650,0,"Data Analyst",3,3,,,26,"female","Два высших","Other вуз","False","ниже среднего","до 50 человек","Продуктовая","Інша"
10622,"Dnipro",640,0,"Junior QA engineer","0.25","0.25",,"Automation QA",30,"male","Высшее","НГУ [Dniproопетровск]","False","ниже среднего","до 1000 человек","Аутсорсинговая","Telecom"
10623,"Kharkiv",640,640,"Junior Software Engineer","0.5","0.5","Kotlin",,20,"male","Еще студент","ХНЭУ","True","выше среднего","свыше 1000 человек","Аутсорсинговая","E-commerce, Mobile"
10624,"Kyiv",639,0,"Project manager","0.5",6,,,25,"female","Высшее","КНУ им. Шевченко","False","средний","до 50 человек","Аутсорсинговая","Blockchain, E-commerce, Fintech"
10625,"Запорожье",636,236,"HR",3,1,,,25,"male","Высшее","Other вуз","False","ниже среднего","до 50 человек","Аутсорсинговая","Інша"
10626,"Lviv",636,262,"HR",1,1,,,29,"female","Высшее",,"False","ниже среднего","до 1000 человек","Продуктовая","Automotive, Logistics, Telecom"
10627,"Other",635,150,"Security Specialist",5,5,,,33,"male","Два высших","ЗНТУ","False","ниже среднего","свыше 1000 человек","Продуктовая","Manufacturing"
10628,"Lviv",635,300,"Junior QA engineer",2,2,,"Manual QA",24,"male","Высшее","ГУТ","False","средний","свыше 1000 человек","Аутсорсинговая","Інша"
10629,"Kharkiv",630,630,"Junior Software Engineer",1,1,"JavaScript",,25,"male","Высшее",,"False","средний","свыше 1000 человек","Аутсорсинговая","E-commerce"
10630,"Lviv",630,100,"HR",4,4,,,27,"female","Два высших","ЛНУ им. Франко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Cloud Computing, Fintech, Hardware"
10631,"Dnipro",630,0,"Product Manager",3,1,,,21,"male","Высшее","Other вуз","False","продвинутый","до 200 человек","Продуктовая","Інша"
10632,"Kyiv",630,-200,"Junior Software Engineer","0.25","0.25","Java",,43,"male","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","E-commerce, ERP"
10633,"Other",630,300,"Junior Software Engineer",2,"0.5","PHP",,21,"female","Еще студент","Other вуз","True","ниже среднего","до 1000 человек","Аутсорсинговая","Internet of Things"
10634,"Kharkiv",630,230,"Copywriter",4,1,,,28,"female","Высшее","ХАИ","False","выше среднего","до 200 человек","Аутсорсинговая","Інша"
10635,"Kharkiv",630,0,"Junior QA engineer",1,1,,"Automation QA",22,"male","Высшее","ХАИ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Інша"
10636,"Dnipro",630,100,"QA Engineer",3,3,,"Manual QA",27,"female","Высшее","НГУ [Dniproопетровск]","False","ниже среднего","до 50 человек","Продуктовая","Fintech"
10637,"Kyiv",630,200,"Junior Software Engineer",1,1,"JavaScript",,23,"male","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","E-commerce, Logistics"
10638,"Kyiv",630,0,"Junior Software Engineer",1,1,"Golang",,20,"female","Еще студент","КНУ им. Шевченко","True","продвинутый","до 10 человек","Стартап","Fintech"
10639,"Dnipro",630,200,"HR",1,1,,,21,"female","Высшее","Other вуз","False","средний","до 200 человек","Аутсорсинговая","Інша"
10640,"Kharkiv",630,100,"Business analyst","0.5","0.25",,,35,"female","Высшее","ХНУ им. Каразина","False","выше среднего","до 200 человек","Аутсорсинговая","Fintech"
10641,"Kharkiv",630,0,"Marketing",4,1,,,24,"female","Два высших","ХНУ им. Каразина","False","средний","до 1000 человек","Продуктовая","GameDev"
10642,"Kyiv",625,-90,"Junior QA engineer",1,1,,"Manual QA",27,"female","Высшее","НАУ","False","средний","до 50 человек","Аутсорсинговая","E-commerce"
10643,"Kharkiv",625,200,"Junior QA engineer",1,1,,"Manual QA",26,"male","Высшее","ХНУРЭ","False","средний","свыше 1000 человек","Аутсорсинговая","Media"
10644,"Kyiv",625,250,"Business analyst",1,"0.25",,,19,"male","Еще студент","НТУУ «КПИ»","True","средний","до 50 человек","Стартап","Big Data, Data Science, Fintech"
10645,"Lviv",625,0,"Junior QA engineer",2,"0.5",,"Manual QA",28,"female","Два высших","ЛНУ им. Франко","False","продвинутый","до 1000 человек","Аутсорсинговая","Інша"
10646,"Kyiv",625,250,"Junior Software Engineer",2,2,"C++",,21,"male","Еще студент","НТУУ «КПИ»","True","выше среднего","до 50 человек","Продуктовая","Fintech"
10647,"Dnipro",620,150,"Data Analyst","0.25",3,,,26,"female","Высшее","ДНУ им. Гончара","False","средний","до 200 человек","Продуктовая","Adtech, Media"
10648,"Kharkiv",620,220,"Junior Software Engineer",1,1,"JavaScript",,24,"male","Высшее","ДонНТУ","False","выше среднего","до 200 человек","Аутстаффинговая","Інша"
10649,"Lviv",620,400,"Junior Software Engineer",1,1,"C#/.NET",,19,"male","Еще студент",,"True","выше среднего","свыше 1000 человек","Аутсорсинговая","ERP, High Load Systems, Machine Learning"
10650,"Lviv",619,319,"Junior Software Engineer",1,1,"C#/.NET",,21,"male","Еще студент","Lvivская Политехника","True","выше среднего","свыше 1000 человек","Аутсорсинговая","Medtech"
10651,"Kyiv",610,0,"Junior QA engineer",1,"0.5",,"General QA",26,"male","Незаконченное высшее","Other вуз","False","средний","до 50 человек","Продуктовая","Gambling, Mobile"
10652,"Kyiv",610,120,"Junior QA engineer",2,2,,"Manual QA",23,"female","Незаконченное высшее","Other вуз","False","выше среднего","до 1000 человек","Продуктовая","GameDev"
10653,"Lviv",608,58,"HR",1,1,,,27,"female","Высшее","ЧНУ им. Федьковича","False","продвинутый","до 1000 человек","Продуктовая","Security, Інша"
10654,"Сумы",605,150,"QA Engineer",2,2,,"Manual QA",23,"female","Высшее","СумГУ","False","элементарный","свыше 1000 человек","Аутсорсинговая","Telecom"
